Column1;Column2;Column3;Column4;Column5;Column6
0,568522531;2,500815179;1,492781461;2,568149256;3,466858917;2,52156955
0,558821145;2,488609147;1,544054772;2,56395833;3,433330674;2,502176595
0,581084414;2,532473869;1,527022916;2,581000396;3,437232833;2,521105219
0,587000452;2,512089053;1,52391492;2,519666076;3,443575943;2,520635292
0,59362621;2,496120711;1,532668467;2,493074138;3,467941672;2,5352433
0,525649913;2,517993552;1,522614773;2,466994861;3,506325795;2,570829006
0,525938078;2,503880069;1,483366597;2,4757164;3,492061241;2,550205473
0,473852116;2,514530072;1,495391649;2,444259684;3,49482636;2,557101455
0,453997536;2,559939789;1,497835804;2,467775872;3,47157676;2,539823915
0,450778448;2,590446754;1,544842522;2,481379611;3,475845468;2,519598804
0,436084337;2,549317262;1,533362732;2,572634002;3,438566095;2,500834409
0,460136965;2,57794269;1,515183015;2,556419697;3,438049152;2,501327928
0,436763259;2,550181893;1,499053523;2,567731537;3,423637615;2,466834546
0,443380039;2,549352544;1,507965081;2,525065647;3,416397082;2,483467879
0,463871649;2,530815999;1,4821929;2,526350777;3,419655412;2,46367294
0,488460589;2,57921767;1,5019624;2,497181283;3,418058053;2,464965603
0,444479047;2,538022996;1,513993122;2,507945992;3,442588638;2,499101417
0,493255028;2,548700192;1,50044067;2,481807908;3,463349206;2,514225526
0,491517151;2,529871794;1,501054639;2,500108869;3,488041364;2,513819888
0,447087967;2,519819818;1,475262004;2,502128159;3,521615774;2,605385636
0,42688921;2,463707168;1,484422415;2,488531965;3,527943741;2,564688783
0,457195124;2,490494231;1,4866646;2,466699835;3,566691587;2,563868197
0,459253117;2,497721271;1,487053507;2,476632071;3,566237149;2,567010022
0,437625832;2,451091107;1,460416571;2,460990306;3,535978368;2,570359633
0,429628897;2,448858353;1,481789314;2,490477325;3,51611594;2,502411133
0,454291683;2,426624106;1,477743029;2,478519689;3,488672509;2,51786296
0,468876639;2,429868131;1,492580447;2,492081409;3,470888022;2,528373602
0,486230531;2,414848129;1,525971361;2,533829996;3,476671372;2,47651821
0,52883307;2,452231632;1,489796652;2,554165503;3,49763371;2,481906577
0,562728427;2,468061645;1,477882639;2,534953575;3,485507242;2,461423433
0,56991716;2,500788725;1,475523705;2,529146747;3,514002164;2,455580455
0,545973018;2,51556621;1,418414666;2,528491237;3,507670905;2,450146945
0,550436162;2,50168794;1,428924297;2,508935306;3,485211498;2,508650683
0,53412333;2,504501301;1,463209364;2,530331319;3,470743708;2,490363768
0,502938632;2,490692251;1,476851638;2,524206581;3,460700392;2,513977247
0,485719951;2,504767236;1,441045711;2,536865333;3,426669549;2,534008006
0,520856753;2,512836614;1,452145295;2,488676592;3,424457974;2,507234268
0,478846989;2,505845402;1,42290101;2,474470768;3,440374613;2,475401933
0,455955324;2,519490542;1,452691685;2,465259929;3,495905942;2,487056018
0,483874205;2,513473436;1,455663855;2,47652498;3,499003909;2,471717503
0,520202072;2,489395914;1,46866265;2,484912774;3,504010256;2,469169972
0,530973327;2,461859641;1,526766108;2,535537573;3,504837346;2,466511928
0,55280146;2,518076428;1,520531897;2,523259994;3,485030572;2,470978964
0,566300916;2,530160541;1,518739427;2,542323381;3,416648252;2,446995676
0,574101509;2,530659712;1,521055081;2,524543452;3,44164943;2,453793631
0,588506078;2,529778931;1,527773145;2,493432114;3,464495777;2,441555533
0,525156275;2,542854331;1,499595326;2,494867347;3,426798171;2,464639756
0,504463971;2,533598764;1,521806978;2,492613592;3,479829355;2,491119016
0,510692026;2,503357944;1,494541488;2,48898263;3,515762777;2,472072821
0,478305473;2,559446045;1,483309057;2,507202114;3,477602523;2,484090444
0,440102246;2,577532732;1,494685848;2,563511528;3,496411276;2,477029749
0,489099186;2,580954083;1,510763485;2,546292766;3,509965346;2,442193855
0,498053592;2,556573994;1,50172453;2,595170594;3,465896193;2,414756912
0,491809075;2,57083597;1,528137416;2,548061651;3,485846278;2,434097626
0,507309801;2,517200673;1,517874488;2,530767538;3,534033624;2,448743737
0,507223405;2,541485122;1,499496047;2,522825965;3,502117504;2,458736166
0,460055365;2,491640623;1,504046869;2,530019776;3,466325284;2,491399338
0,470268977;2,476568867;1,503338735;2,517920594;3,492522902;2,544751995
0,442178027;2,490908994;1,492120752;2,573884481;3,487966589;2,54861667
0,468907717;2,488344943;1,508931246;2,553802119;3,485023121;2,560411799
0,486862723;2,480367592;1,524994739;2,519166709;3,49208367;2,574462344
0,478652318;2,540923455;1,511237173;2,529385229;3,525932268;2,557394519
0,447006422;2,529172168;1,515581234;2,543653142;3,503826478;2,491293443
0,469759622;2,498470053;1,546252277;2,505990118;3,471964192;2,469535264
0,482760448;2,53321788;1,549770508;2,525944176;3,464550409;2,449616783
0,481679816;2,499762558;1,535667589;2,535900921;3,478577304;2,454512271
0,517542972;2,474313198;1,568102796;2,461775793;3,495295452;2,465369595
0,553453587;2,552679975;1,54934301;2,435713413;3,545214108;2,503515746
0,532854189;2,549491061;1,561069473;2,455609018;3,527658187;2,529043362
0,488604018;2,513307607;1,556237214;2,457336423;3,527807402;2,509613803
0,46611082;2,50629356;1,575759169;2,492444347;3,498434894;2,524226898
0,506951725;2,491512305;1,539425111;2,534684066;3,506079873;2,54569052
0,501051846;2,416415079;1,539892819;2,522548083;3,483394205;2,532784332
0,541877695;2,44580301;1,490777628;2,515936898;3,519235659;2,567926581
0,526002928;2,473778698;1,461424446;2,527869997;3,491951779;2,583324294
0,534003117;2,456084269;1,483231619;2,472145225;3,548789089;2,558125429
0,508058703;2,481379713;1,488402567;2,459206148;3,557320316;2,547120702
0,499688437;2,510848908;1,507365721;2,494752429;3,561984534;2,526226794
0,48213203;2,477693735;1,502732396;2,47807419;3,550158341;2,51528237
0,469955071;2,438093248;1,532678063;2,472953794;3,577586769;2,520870194
0,461053338;2,474704512;1,471814409;2,490380489;3,543786359;2,534506023
0,48652048;2,452021634;1,451880282;2,528215201;3,531330151;2,546054978
0,499524742;2,448975752;1,438755474;2,513644058;3,5011161;2,569902975
0,484145091;2,457440678;1,420433154;2,469998115;3,51762712;2,551007466
0,507515602;2,462823605;1,353244212;2,481678161;3,537847332;2,531345741
0,501250125;2,43713371;1,387219314;2,487514371;3,504410782;2,504734485
0,459222057;2,442409995;1,380830845;2,485399701;3,489751092;2,423710078
0,455681623;2,407933259;1,41825799;2,488578931;3,513916478;2,422448066
0,478079272;2,406980465;1,45333479;2,536610138;3,540934892;2,419611761
0,481268769;2,427920846;1,469015178;2,508058524;3,514501821;2,427539079
0,510626459;2,44860546;1,503458687;2,517459703;3,553193373;2,454789952
0,514976907;2,434576755;1,511805004;2,498165631;3,58775099;2,525461401
0,531497833;2,442197362;1,497266186;2,499764813;3,570700758;2,506849037
0,544045091;2,420425756;1,46182473;2,493988506;3,576970607;2,524688601
0,555489331;2,412892499;1,489163404;2,470462236;3,578608888;2,557374653
0,521477349;2,378630029;1,448762172;2,469616071;3,56180042;2,499608113
0,508958014;2,393085618;1,485528583;2,468266409;3,505122227;2,462592704
0,485148678;2,385889579;1,473276941;2,463705996;3,502880494;2,497684968
0,455612375;2,426512217;1,491964799;2,47075842;3,454921048;2,502219112
0,459274914;2,473106363;1,483145375;2,502096522;3,422692218;2,495782973
0,471452419;2,530897869;1,497929524;2,498735224;3,446766758;2,542041302
0,508524018;2,525618726;1,468758343;2,516120348;3,490670383;2,55219869
0,535946047;2,5660869;1,447717595;2,51811733;3,47200642;2,543280119
0,57617303;2,590754749;1,455324707;2,497868356;3,468807066;2,495950319
0,544906997;2,514890251;1,439462304;2,511359148;3,529039223;2,456695539
0,55322752;2,462239188;1,43230181;2,447327735;3,501083711;2,427249731
0,853592377;2,066125413;1,351218226;2,352421933;3,002008547;2,054708013
1,101415357;1,628536521;1,279112211;2,232079862;2,538712847;1,64116528
1,389912432;1,211115898;1,161962649;2,171037526;2,040689623;1,267315836
1,707423638;0,860158107;1,090789032;2,091866561;1,517034551;0,874286071
1,961486928;0,467437374;0,979869971;2,006114867;1,023805975;0,517115327
1,95543821;0,475187693;0,964506024;2,024434034;1,039984812;0,498882136
1,983158227;0,460983507;0,961583963;2,028729233;1,022762886;0,470799926
1,962739175;0,490796924;0,959812529;2,022139846;0,992265527;0,44705003
1,973482735;0,443326984;0,941615712;2,026935546;0,988252383;0,48771751
2,065124179;0,503891631;0,887679521;2,057697866;0,993617933;0,488032554
2,020520995;0,499297724;0,883484309;2,02605035;0,965754111;0,505529464
2,041411277;0,53466237;0,87462843;2,037036442;0,962946612;0,496294193
2,115516424;0,476349943;0,919980049;2,063055274;1,021794669;0,488783387
2,13490655;0,522454585;0,941160889;2,029476074;0,992166663;0,465479513
2,088194068;0,536013417;0,997593769;2,049032596;1,009705468;0,453781079
2,118922283;0,541050803;1,010682262;2,069327713;1,001716762;0,385262149
2,103662177;0,544258865;1,011151565;2,076164203;1,010830445;0,442899676
2,015791302;0,575806472;0,970245792;2,039701669;1,001123709;0,482861223
1,982126797;0,551777642;0,94653461;2,024928265;1,04004836;0,451305773
1,917827665;0,518706023;0,917879375;2,006486892;1,043877268;0,437975641
1,928890821;0,516426638;0,884967108;2,009412438;1,043713183;0,48667173
1,913428245;0,544420326;0,88324752;2,012564205;1,057772334;0,47192764
1,909747229;0,532606012;0,872378371;2,003496572;1,049198418;0,441395391
1,970624753;0,545344815;0,925510218;2,008392768;1,040726661;0,495300362
2,054089355;0,509329046;0,978909988;2,001477055;1,07099049;0,518059434
2,014356746;0,551448009;1,037822572;1,986994062;1,074139548;0,54202479
1,986442969;0,530124686;1,029002687;2,004581439;1,025900662;0,541720934
2,019732958;0,502100308;1,044366674;2,002213532;1,056543768;0,54646799
1,952850529;0,533675991;1,027703923;2,007977759;1,038884531;0,522344354
1,943700469;0,58597274;1,024928624;2,040764041;0,998798133;0,528571642
1,952727915;0,54388535;1,005981579;2,04296798;1,014630402;0,546567397
2,010222245;0,522770515;1,056309487;1,992031107;1,068694333;0,557386494
1,987681358;0,581571403;1,065689064;1,987294285;1,055180512;0,543000208
2,020352675;0,562091028;1,040511629;2,009546407;1,028930429;0,482083351
2,030772749;0,531609643;1,015119316;1,967350654;1,027739776;0,465555361
2,020300657;0,555353342;1,008133563;1,968745374;0,969204426;0,463564823
2,018147627;0,573924733;0,989771011;1,985873454;0,98076064;0,456330007
1,99784513;0,552879292;0,994174693;1,990230178;0,96210742;0,492040609
1,991547563;0,53152728;1,009238243;1,987647524;0,995881027;0,506867386
2,003623262;0,539086805;1,046321712;1,995974645;0,946709824;0,523902756
2,010190256;0,479905564;1,056686613;2,011252863;1,010507522;0,49612125
2,000111509;0,484259881;1,006655325;2,017395666;0,987353704;0,497836261
2,034903374;0,496764608;1,001975996;2,05192157;0,981123183;0,499439685
1,993932478;0,478723123;0,975121685;2,02231314;1,018931442;0,532204694
1,950181047;0,492149881;0,961391497;2,067715337;1,063423973;0,529939506
1,94150243;0,507403802;0,957009998;2,047921504;1,041275093;0,501918775
1,931695139;0,490847758;0,978275642;2,014337429;1,050955998;0,490376627
1,931489618;0,443611678;1,035278291;2,006845313;1,038754625;0,468689547
1,927430141;0,472093774;1,040367841;2,050760139;1,005568727;0,485632093
1,946891401;0,437295132;1,048413274;2,027803978;0,97924382;0,446394663
1,959308184;0,491263898;1,053674433;2,029723737;1,011778282;0,502052553
1,967311206;0,517507314;1,081988404;2,067981757;0,980374617;0,505678098
1,995404829;0,512349698;0,994934106;2,052089805;0,994773852;0,53738159
2,041144482;0,492064655;1,045522202;1,993314151;1,0222086;0,537156265
2,025868714;0,503302213;1,024596991;1,996579419;1,033565577;0,551731906
2,038474871;0,429115407;0,997378904;2,017770047;1,02761114;0,515284083
2,04154031;0,426048994;0,99703221;1,989572034;1,053372308;0,510460744
2,025089428;0,467008536;1,033061609;1,992011016;1,060964792;0,497744612
2,014508115;0,469454452;1,019239832;2,034972214;1,054663632;0,456961104
2,031554719;0,454096945;1,023857058;2,052353987;1,044818401;0,43596539
2,063557445;0,459120813;1,038050289;2,082782353;1,036824348;0,430371329
2,071475162;0,456295889;1,024532573;2,079380515;0,982819742;0,429741958
2,050817963;0,438773732;1,007067636;2,069677765;0,977367664;0,422582816
2,05764289;0,441791097;1,015780842;2,106615315;0,950389841;0,421492497
2,085952663;0,492544527;1,019082331;2,068946312;0,979857803;0,479625174
2,023235954;0,507955;1,009081298;2,031222396;0,979497011;0,459932563
1,998350631;0,509154515;1,009362909;2,072294845;0,998401765;0,473803696
2,022940489;0,517181586;1,050442282;2,102545356;0,988023242;0,464485884
1,986974992;0,525888045;1,022861157;2,025278982;0,967830595;0,511377236
1,955731297;0,509803301;1,036344294;2,035167387;0,945792193;0,487337725
1,982466484;0,554310756;1,04559403;2,042836605;0,971427915;0,510977859
1,982711141;0,525855334;1,01722907;2,022537856;0,988972007;0,498004745
1,959845132;0,523423635;1,010199426;1,980810494;0,999985439;0,544117584
1,988602205;0,540702434;1,028668386;2,0017469;1,02422026;0,541354352
1,974911101;0,522868862;1,006625135;1,999992463;1,056206949;0,50560915
1,967221171;0,490427684;0,98478868;1,969369179;1,031835758;0,4791762
1,989698118;0,510822841;1,003146233;1,97646973;0,999031303;0,490846423
1,971153805;0,511962432;0,986875118;2,013287619;0,964333701;0,473986171
1,958992023;0,518527969;1,011309766;2,018856715;0,96984318;0,457674043
1,977805454;0,524210124;1,029723951;2,041134382;0,975201234;0,454385959
1,983521231;0,551881538;1,023716669;2,046954791;0,966916478;0,508904461
1,962303761;0,553979335;1,045251131;2,051822581;1,013282327;0,492443523
2,016369732;0,512638675;0,985312936;2,016735902;1,025183527;0,477202911
2,05461731;0,470632904;0,960928658;2,01790261;1,018259625;0,477028296
2,029445237;0,44242612;0,928268555;1,98636582;0,94680525;0,485052685
2,023033615;0,419572562;0,959086906;1,996459125;0,971306836;0,437031808
2,043382229;0,446411195;0,907685716;1,963180456;0,984185931;0,450207244
1,975835409;0,502436183;0,95536972;2,019109462;0,995731992;0,434038968
1,925927742;0,517011407;0,961594909;2,018850698;0,980552427;0,426438336
1,885623545;0,56306514;0,968705595;2,030173903;1,043992482;0,450999204
1,900300154;0,582626716;0,964214063;2,048521779;0,996123079;0,4889381
1,892705886;0,554508543;0,99102803;2,059620404;0,964988397;0,491413281
1,885947806;0,495553557;0,956064115;2,042304675;0,995519033;0,532809415
1,905242636;0,520546493;0,93845198;2,023356587;0,990640826;0,565918924
1,960307593;0,49327545;0,949423486;2,078684742;0,97327193;0,572944525
1,951620277;0,480042439;0,937333298;2,034267277;0,963735397;0,571641101
1,993162343;0,498328172;0,905729521;2,06300957;0,982999044;0,560262464
2,024928693;0,538700697;0,955857309;2,022490528;0,959906083;0,490689034
2,010532246;0,531075232;0,973195537;2,006623042;1,011332124;0,466248378
2,023487241;0,499102449;0,962401625;1,967933583;1,009718855;0,427410181
2,042442076;0,48832734;0,997638996;1,957635305;1,030839424;0,437168913
2,02615697;0,425078244;1,019335378;1,955891575;1,021477142;0,438282752
2,06714782;0,403453375;1,02765308;1,953757749;1,038285325;0,473476547
2,085328038;0,386101769;1,01130168;1,980569841;1,021475668;0,441723803
2,05937901;0,420383662;1,03337641;1,986198046;1,039826858;0,524788037
2,068976575;0,426421727;1,028724091;2,04269378;1,049979532;0,49162486
2,044718377;0,457327283;1,068882415;2,049738855;1,055270735;0,520766817
2,011437117;0,420788735;1,092850982;2,055004064;1,060964869;0,546838559
1,999753463;0,427374452;1,104598116;2,048952364;1,078668587;0,580711396
2,024794305;0,42686399;1,064753541;2,042828927;1,073855859;0,528218409
1,987822891;0,436659892;1,02911393;1,986147443;1,046794321;0,545242894
1,951682054;0,438393047;1,001166614;1,948251215;1,023298301;0,529809453
1,961125131;0,517021647;0,956264561;1,967065676;1,009831064;0,533365721
1,970845264;0,52735108;0,954425448;1,983524281;0,966580096;0,548314478
1,924557309;0,514048544;0,997924852;1,962655796;0,950980111;0,536188177
1,936578837;0,486719786;1,006337063;2,006533947;0,981785902;0,501909494
1,952780312;0,478814675;0,991844077;2,004337984;0,956991308;0,504767222
1,927629249;0,449994027;0,973300104;1,983622667;0,945811415;0,471084694
1,919224923;0,490970563;0,953187088;1,957309977;0,981061344;0,413841673
1,983390185;0,510904889;0,924926743;1,952150174;0,981519439;0,415820942
1,98960721;0,578537063;0,930610773;1,906616642;0,970197784;0,45191824
1,995387593;0,629365982;0,943912203;1,907251551;0,985231142;0,382583211
2,006768066;0,630691078;0,972291519;1,960291903;0,988257968;0,421858272
1,999216104;0,572393335;0,975839436;1,965252382;0,964048829;0,470413131
1,967379662;0,580950237;0,959156213;2,012831937;0,977670975;0,47297513
1,960591791;0,483523166;0,953882137;2,000454579;0,983395276;0,472623818
1,958811044;0,411289735;0,961835416;2,020453872;0,999345768;0,539738003
1,976056026;0,384072734;0,959229768;2,018837804;0,996182483;0,533506431
2,026123439;0,40583901;0,994906644;2,024863474;0,986611369;0,514575769
2,039241957;0,433178205;1,025037077;1,967744068;0,990859704;0,534946292
2,053684359;0,489340093;1,020472032;1,992105326;0,991963839;0,555346704
2,079895924;0,522992617;1,033044759;1,981810039;0,978535643;0,549511616
2,074178786;0,541005114;1,051314004;1,973912887;1,004920354;0,548831722
2,06025739;0,55367892;1,040390608;1,971990285;1,017944342;0,58770619
2,011678804;0,500686727;1,034977433;2,006975192;1,003966781;0,552903361
1,978650274;0,48940642;1,078064131;2,049898677;1,014091905;0,533515443
1,965879916;0,48352027;1,059925807;2,062134859;1,032061262;0,482241325
1,964651081;0,528819777;1,045280468;2,034690346;1,013926143;0,45729546
1,887347421;0,469682033;1,01683865;2,05368709;1,023031384;0,421483199
1,896827984;0,478466058;1,024541322;2,010202326;0,999476716;0,445437333
1,909605422;0,491179707;0,977743532;1,976985177;0,977297143;0,438978473
1,95839296;0,542401175;0,979983172;2,015414257;0,962558523;0,494225584
1,977991156;0,506362931;0,999760595;1,998440371;0,937186928;0,519929505
2,039360846;0,49289577;1,047629096;1,997675955;0,922978868;0,554484505
2,066871399;0,520192774;1,062821465;2,030905069;0,917253236;0,554123214
2,059718663;0,481000976;1,075989127;2,056402516;0,945762861;0,539527065
2,002804828;0,428792814;1,10424064;2,015312117;0,969924554;0,50525581
1,953727023;0,424824006;1,099739703;2,010749729;0,976022828;0,496726176
1,953214538;0,46215274;1,07007952;2,012501692;0,981882526;0,458943382
1,954175025;0,474683689;1,085620014;1,997502448;0,987461237;0,474008178
2,010942439;0,496279213;1,090032238;1,99760428;0,954382052;0,47207819
2,025426126;0,515782918;1,027477779;1,988648145;0,926659294;0,503946981
2,062668171;0,534682052;1,012345454;2,014726535;0,909231224;0,448166933
2,087623114;0,567312978;1,008915438;2,033159486;0,917405329;0,480581163
2,038264577;0,506475745;0,962348348;2,069247493;0,908178216;0,450664287
1,970238181;0,562732056;0,932251954;2,077203444;0,93096795;0,481291666
1,962470522;0,576001709;0,962334181;2,101357467;0,957544161;0,465994687
1,932643346;0,562664768;0,975432862;2,126678857;1,02684728;0,526063458
1,895909998;0,532626726;1,00623439;2,103084476;1,018079162;0,504793424
1,972838874;0,568143555;1,034444997;2,107216049;1,056807833;0,528852781
2,040892612;0,510113137;1,034561108;2,120736056;1,08292441;0,549096642
2,065254231;0,489359232;1,057034609;2,113138878;1,10044071;0,566498734
2,049499064;0,487372757;1,025124088;2,106792815;1,059294663;0,537139304
2,057036058;0,536068331;0,964510945;2,120497374;1,096774889;0,537726097
2,011333753;0,503744143;0,939946448;2,055491443;1,1345624;0,557999501
1,915624546;0,572281815;0,945574238;2,016704486;1,097647278;0,520787345
1,879412386;0,586432866;0,920376389;2,003451671;1,068488029;0,551865767
1,90534628;0,601447688;0,923331751;1,950190167;1,088967847;0,584720171
1,909043861;0,56829315;0,933124289;1,936617201;1,073305362;0,589237651
1,912762418;0,579329972;0,927945406;1,99324437;1,019394552;0,567337294
1,966042893;0,5128501;0,965083656;2,015306093;1,018068299;0,55861598
2,030022946;0,510016432;0,958330759;2,011120904;1,008335765;0,503337467
2,065613189;0,476075281;0,955363473;2,02402366;1,022879512;0,465645062
2,045523239;0,493952986;0,975386187;2,03844966;1,007657247;0,456511177
2,090649934;0,494498901;0,974166235;1,989182124;1,025052946;0,427901897
2,075081171;0,541065163;0,973579294;1,954183067;1,024025614;0,428568884
2,013995424;0,539165854;1,007391046;1,981091465;1,046568785;0,427463674
1,970911302;0,565492961;1,0462764;1,980284435;1,029463374;0,464539863
1,971953381;0,549505271;1,040365809;1,973686175;1,024600921;0,424173837
1,946899373;0,598592215;1,035420228;1,998966649;1,019230035;0,437564998
1,990617942;0,551395279;1,048617621;2,030581827;1,024913441;0,463987576
1,991320801;0,53464699;1,02495492;2,017111698;1,022769857;0,496552142
2,03474606;0,522962637;0,96560018;2,015904552;1,038015896;0,477713019
2,057934159;0,498085397;0,983912318;1,988945316;1,024487998;0,538966055
2,045529206;0,480186916;1,033080023;1,991890596;1,027518094;0,524312486
2,008703116;0,487707121;1,003493391;1,987099378;1,030277465;0,531255333
2,031235709;0,482841354;1,022460204;2,013153769;0,99238611;0,520254073
1,993917598;0,478331769;1,046276416;2,012043054;0,968629972;0,496616995
1,98461175;0,505954047;1,05384009;2,035957662;0,97427383;0,46168115
1,976400395;0,486566047;1,041783147;2,036846422;0,993445902;0,479375225
1,990831637;0,48685011;1,03996072;2,031619625;0,994566674;0,481958702
1,980039817;0,497098786;1,014900673;2,001818431;1,014624916;0,474929706
2,007154427;0,508599874;1,041527509;2,000319791;0,98540156;0,527882299
1,975885153;0,517632909;0,97106378;2,00651073;1,013886687;0,516355526
1,970626336;0,484941296;0,95596222;1,997055065;0,981023659;0,496155105
1,945726426;0,504783841;0,950993588;1,982707791;0,964773892;0,440617832
1,950694459;0,487643914;0,944257673;1,965340441;0,968329989;0,417792391
1,911240191;0,47446866;0,906467532;1,969818812;0,981202478;0,403284627
1,943071017;0,489621731;0,966821135;1,974239374;0,980007601;0,416502863
1,969391559;0,540182655;0,954904973;1,973796388;1,016734682;0,418699676
1,988964117;0,541324437;0,929192842;2,013808845;1,020486112;0,470039113
1,970485467;0,545448868;0,975199468;2,026568266;1,011704281;0,511474053
1,972850373;0,556706935;1,000395043;2,060930375;1,026263496;0,495493464
1,964763533;0,534544258;1,011524229;2,04242667;1,004871546;0,503090047
1,924919168;0,544975526;1,045990856;2,040624019;0,957506056;0,514812891
1,90833532;0,496889436;1,052777803;1,991409442;0,957036519;0,509321842
1,890455497;0,529083962;1,009819625;2,000011718;0,983076145;0,472194713
1,888989723;0,515450472;0,997092715;1,973105292;0,969079066;0,48399164
1,915636429;0,511954905;0,935483224;1,966774141;0,950717458;0,484562387
1,953422445;0,477767782;0,946700995;1,999770376;0,95385546;0,508243713
1,982457067;0,503471018;0,992734594;2,007342612;1,005600441;0,474927135
2,012364367;0,466009641;1,018132797;1,99128688;0,971295105;0,490979377
2,051029299;0,504823103;1,005646976;2,016667042;0,968664224;0,481827829
2,036425223;0,479220401;1,019738896;2,01994812;0,984399263;0,475592114
2,04144372;0,475303873;0,978452763;2,016647117;1,016108717;0,475602772
2,040472371;0,458818393;0,957590087;2,035074135;0,956244458;0,504378611
2,025087945;0,482405373;0,923066425;2,044346096;0,988059478;0,501998324
2,006149023;0,438562177;0,917810093;2,020215495;1,008251634;0,537682641
2,033854887;0,439902751;0,943076262;2,044570919;0,997704259;0,537848018
1,993845114;0,438614233;0,96064124;2,032370251;0,962074418;0,527589793
1,987634601;0,46729542;0,97342888;2,007167762;0,99190873;0,524160368
2,031156753;0,46640585;1,008023652;2,010590675;0,94175644;0,5423049
2,041841792;0,497174404;1,056879596;2,023932946;0,91983725;0,502573384
1,968492674;0,513187529;1,029179225;1,990121401;0,915655968;0,51371293
1,999030883;0,541300155;1,018210784;1,983422008;0,928436964;0,508071342
1,972177441;0,559957985;0,986039324;2,012643162;0,919239304;0,470877007
1,963000922;0,560078623;0,982792471;2,021947953;0,98087694;0,440531606
1,962626977;0,547188142;0,956021712;2,015321553;0,977951019;0,408056949
2,025222602;0,564066911;0,954286579;2,033622611;1,004978064;0,381317315
2,005862377;0,52228265;0,957544432;2,033529256;1,011166317;0,377105092
2,049719356;0,475266547;1,005693898;2,031279151;1,000005043;0,4168305
2,035969514;0,48440749;0,975395262;2,001537901;0,961563893;0,449167185
2,038543002;0,503661569;0,985755167;2,002194117;0,975814504;0,479816032
